Timestamp,State,StatName,Location,Duration
15:19:03.261,Start,AIStat_Work,オフィスチェア -- efbca5d6046312743e0c22ff05f8b18f (74),
15:21:17.488,End,AIStat_Work,オフィスチェア -- efbca5d6046312743e0c22ff05f8b18f (74),1342.23
15:21:17.681,Start,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (1),
15:21:31.088,End,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (1),134.07
15:21:31.280,Start,AIStat_Hunger,Lunch (14),
15:21:44.922,End,AIStat_Hunger,Lunch (14),136.42
15:21:45.117,Start,AIStat_Bladder,衛生器具 - 象牙色 -- 96fd958814cef15566007b16de22b5ab (1),
15:22:02.354,End,AIStat_Bladder,衛生器具 - 象牙色 -- 96fd958814cef15566007b16de22b5ab (1),172.38
15:22:02.550,Start,AIStat_Work,オフィスチェア -- efbca5d6046312743e0c22ff05f8b18f (28),
15:38:45.451,End,AIStat_Work,オフィスチェア -- efbca5d6046312743e0c22ff05f8b18f (28),10029.00
15:38:45.644,Start,AIStat_Energy,椅子-Corbu (3),
15:38:55.917,End,AIStat_Energy,椅子-Corbu (3),102.74
15:38:56.107,Start,AIStat_Hunger,Lunch,
15:39:10.020,End,AIStat_Hunger,Lunch,139.14
15:39:10.217,Start,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (3),
15:39:23.585,End,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (3),133.70
15:39:23.782,Start,AIStat_Hydrated,特殊設備 - 500 x 610 x 875mm -- 3973f108c8c03b6970fe3bbdc13086ef (1),
15:39:26.474,End,AIStat_Hydrated,特殊設備 - 500 x 610 x 875mm -- 3973f108c8c03b6970fe3bbdc13086ef (1),26.92
15:39:26.680,Start,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (1),
15:39:38.557,End,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2 (1),118.76
15:39:38.748,Start,AIStat_Hunger,Lunch (9),
15:39:52.732,End,AIStat_Hunger,Lunch (9),139.85
15:39:52.929,Start,AIStat_Energy,椅子-Corbu (3),
15:40:01.741,End,AIStat_Energy,椅子-Corbu (3),88.11
15:40:01.937,Start,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2,
15:40:15.286,End,AIStat_Bladder,衛生器具 - プライベート - 6.1 Lpf より大きいフラッシュ -- 7ed6c794b9f3900cc6cbea7e8c8f88d2,133.49
15:40:15.483,Start,AIStat_Hunger,Lunch (21),
15:40:28.475,End,AIStat_Hunger,Lunch (21),129.90
